"Novena MRT","1.3204301","103.8438181","","Novena","Singapore","MapMRTNSL.png"
"Newton MRT","1.3129584","103.8380385","","Newton","Singapore","MapMRTNewton.png"
"Orchard MRT","1.3039377","103.8322193","","Orchard","Singapore","MapMRTNSL.png"
"Outram MRT","1.2802104","103.8393539","","Outram Park","Singapore","MapMRTOutramPark.png"
"Paya Lebar MRT","1.3176684","103.892595","","Paya Lebar","Singapore","MapMRTPayaLebar.png"
"Queenstown MRT","1.2946113","103.8060452","","Queenstown","Singapore","MapMRTEWL.png"
"Raffles Place MRT","1.2840673","103.8514593","","Raffles Place","Singapore","MapMRTRafflesPlace.png"
"Redhill MRT","1.2896195","103.81679","","Redhill","Singapore","MpapMRTEWL.png","MapMRTEWL.png"
"Pasir Ris MRT","1.3729519","103.9492576","","Pasir Ris","Singapore","MapMRTEWL.png"
"Simei MRT","1.3431974","103.9533771","","Simei","Singapore","MapMRTEWL.png"
"Somerset MRT","1.3002576","103.8390754","","Somerset","Singapore","MapMRTNSL.png"
"Tiong Bahru MRT","1.2862197","103.8270343","","Tiong Bahru","Singapore","MapMRTEWL.png"
"Tanjong Pagar MRT","1.276515","103.8458536","","Tanjong Pagar","Singapore","MapMRTEWL.png"
"Tanah Merah MRT","1.3272541","103.9465479","","Tanah Merah","Singapore","MapMRTEWL.png"
"Tampines MRT","1.3532892","103.945159","","Tampines","Singapore","MapMRTTampines.png"
"Toa Payoh MRT","1.3326774","103.8474212","","Toa Payoh","Singapore","MapMRTNSL.png"
"Yio Chu Kang MRT","1.3817576","103.8448008","","Yio Chu Kang","Singapore","MapMRTNSL.png"
"Yishun MRT","1.4295818","103.8349722","","Yishun","Singapore","MapMRTNSL.png"
"Harbourfront MRT","1.2654573","103.8214507","","HarbourFront","Singapore","MapMRTHarbourFront.png"
"Clarke Quay MRT","1.2885422","103.8466048","","Clarke Quay","Singapore","MapMRTNEL.png"
"Farrer Park MRT","1.312426","103.854317","","Farrer Park","Singapore","MapMRTNEL.png"
"Boon Keng MRT","1.3194471","103.8616811","","Boon Keng","Singapore","MapMRTNEL.png"
"Potong Pasir MRT","1.3313874","103.86907","","Potong Pasir","Singapore","MapMRTNEL.png"
"Woodleigh MRT","1.3392071","103.8708092","","Woodleigh","Singapore","MapMRTNEL.png"
"Serangoon MRT","1.3500055","103.8731373","","Serangoon","Singapore","MapMRTSerangoon.png"
"Kovan MRT","1.3601799","103.8850911","","Kovan","Singapore","MapMRTNEL.png"
"Buangkok MRT","1.3827716","103.8930925","","Buangkok","Singapore","MapMRTNEL.png"
"Sengkang MRT","1.3915277","103.8954161","","Sengkang","Singapore","MapMRTSengkang.png"
"Punggol MRT","1.4051326","103.902374","","Punggol LRT","Singapore","MapMRTPunggol.png"
"Bras Basah MRT","1.2968268","103.8506555","","Bras Basah","Singapore","MapMRTCircle.png"
"Esplanade MRT","1.2932599","103.8556117","","Esplanade","Singapore","MapMRTCircle.png"
"Nicoll Highway MRT","1.2998028","103.8636331","","Nicoll Highway","Singapore","MapMRTCircle.png"
"Stadium MRT","1.3028541","103.875348","","Stadium","Singapore","MapMRTCircle.png"
"Mountbatten MRT","1.3061938","103.882547","","Mountbatten","Singapore","MapMRTCircle.png"
"Dakota MRT","1.3083752","103.8886683","","Dakota","Singapore","MapMRTCircle.png"
"Tai Seng MRT","1.3354531","103.8881645","","Tai Seng","Singapore","MapMRTCircle.png"
"Bartley MRT","1.3428468","103.8797252","","Bartley","Singapore","MapMRTCircle.png"
"Lorong Chuan MRT","1.3516198","103.8641441","","Lorong Chuan","Singapore","MapMRTCircle.png"
"Marymount MRT","1.3487767","103.8394128","","Marymount","Singapore","MapMRTCircle.png"
"Caldecott MRT","1.3376585","103.8395412","","Caldecott","Singapore","MapMRTCircle.png"
"Botanic Gardens MRT","1.3222293","103.8154692","","Botanic Gardens","Singapore","MapMRTBotanicGardens.png"
"Farrer Road MRT","1.3174546","103.8074891","","Farrer Rd","Singapore","MapMRTCircle.png"
"Holland Village MRT","1.3119456","103.7962333","","Holland Village","Singapore","MapMRTCircle.png"
"one-north MRT","1.2996565","103.787394","","One-North","Singapore","MapMRTCircle.png"
"Kent Ridge MRT","1.2934009","103.7844979","","Kent Ridge","Singapore","MapMRTCircle.png"
"Haw Par Villa MRT","1.2762297","103.791342","","Haw Par Villa","Singapore","MapMRTCircle.png"
"Pasir Panjang MRT","1.2825029","103.7818213","","Pasir Panjang","Singapore","MapMRTCircle.png"
"Labrador Park MRT","1.2723235","103.8029277","","Labrador Park","Singapore","MapMRTCircle.png"
"Telok Blangah MRT","1.2705818","103.8097398","","Telok Blangah","Singapore","MapMRTCircle.png"
"Promenade MRT","1.2931585","103.8609625","","Promenade","Singapore","MapMRTPromenade.png"
"Downtown MRT","1.2794415","103.8528511","3 Bishan Street 14","Bishan","Singapore","MapMRTCircle.png"
"Chinatown MRT","1.2844474","103.843932","","Chinatown","Singapore","MapMRTChinatown.png"
"Little India MRT","1.3071606","103.8493097","","Little India","Singapore","MapMRTLittleIndia.png"
"Admiralty MRT","1.4405871","103.800977","","Admiralty","Singapore","MapMRTNSL.png"
"Woodlands MRT","1.4368312","103.7861637","","Woodlands","Singapore","MapMRTWoodlands.png"
"Marsiling MRT","1.4325652","103.774194","","Marsiling","Singapore","MapMRTNSL.png"
"Yew Tee MRT","1.3975496","103.7474021","61 Choa Chu Kang Dr","","Singapore","MapMRTNSL.png"
"Sembawang MRT","1.4490696","103.8201939","","Sembawang","Singapore","MapMRTNSL.png"
"Dover MRT","1.3113947","103.7786492","","Dover","Singapore","MapMRTEWL.png"
"Pioneer MRT","1.3375865","103.6973185","31 Jurong West Street 63","","Singapore","MapMRTEWL.png"
"Joo Koon MRT","1.3277169","103.6783869","","Joo Koon","Singapore","MapMRTEWL.png"
"Expo MRT","1.335469","103.961767","Expo Dr","","Singapore","MapMRTEWL.png"
"Changi Airport MRT","1.3573079","103.9883706","T2 Blvd","Changi International Airport (SIN)","Singapore","MapMRTEWL.png"
"MacPherson MRT","1.3345494","103.9615462","","MacPherson","Singapore","MapMRTCircle.png"
"Bayfront MRT","1.2818719","103.8590765","","Bayfront","Singapore","MapMRTCircle.png"
